date,product,campaign,channel,spend,revenue,leads,roas
2026-08-09,Solara Fitband,Campaign 2,Google Ads,9400,33683,10,3.58
2026-08-09,Solara Fitband,Campaign 2,Facebook,6300,19219,5,3.05
2026-08-09,Solara Fitband,Campaign 2,Instagram,8100,28316,7,3.5
2026-08-09,Solara Fitband,Campaign 2,LinkedIn,2400,5902,2,2.46
2026-08-09,Aurelia Jewellery,Campaign 1,Google Ads,7300,23286,3,3.19
2026-08-09,Aurelia Jewellery,Campaign 1,Facebook,11900,37968,6,3.19
2026-08-09,Aurelia Jewellery,Campaign 1,Instagram,14500,51029,9,3.52
2026-08-09,Aurelia Jewellery,Campaign 1,LinkedIn,2800,7090,1,2.53
2026-08-09,Aurelia Jewellery,Campaign 2,Google Ads,4300,13917,2,3.24
2026-08-09,Aurelia Jewellery,Campaign 2,Facebook,7400,26358,4,3.56
2026-08-09,Aurelia Jewellery,Campaign 2,Instagram,10300,37539,6,3.64
2026-08-09,Aurelia Jewellery,Campaign 2,LinkedIn,2000,4954,1,2.48
2026-08-10,Vantage CRM,Campaign 1,Google Ads,23600,74441,2,3.15
2026-08-10,Vantage CRM,Campaign 1,Facebook,9600,26497,1,2.76
2026-08-10,Vantage CRM,Campaign 1,Instagram,4000,9441,1,2.36
2026-08-10,Vantage CRM,Campaign 1,LinkedIn,17700,54053,1,3.05
2026-08-10,Vantage CRM,Campaign 2,Google Ads,15300,51456,1,3.36
2026-08-10,Vantage CRM,Campaign 2,Facebook,7300,18550,1,2.54
2026-08-10,Vantage CRM,Campaign 2,Instagram,2700,5735,1,2.12
2026-08-10,Vantage CRM,Campaign 2,LinkedIn,12700,39270,1,3.09
2026-08-10,Lumiere Skincare,Campaign 1,Google Ads,6600,24078,10,3.65
2026-08-10,Lumiere Skincare,Campaign 1,Facebook,16800,70246,28,4.18
2026-08-10,Lumiere Skincare,Campaign 1,Instagram,18200,83727,31,4.6
2026-08-10,Lumiere Skincare,Campaign 1,LinkedIn,2200,5762,2,2.62
2026-08-10,Lumiere Skincare,Campaign 2,Google Ads,5000,18813,7,3.76
2026-08-10,Lumiere Skincare,Campaign 2,Facebook,11300,42709,18,3.78
2026-08-10,Lumiere Skincare,Campaign 2,Instagram,13300,55820,23,4.2
2026-08-10,Lumiere Skincare,Campaign 2,LinkedIn,1500,4494,2,3.0
2026-08-10,Solara Fitband,Campaign 1,Google Ads,14500,58657,14,4.05
2026-08-10,Solara Fitband,Campaign 1,Facebook,10100,31834,8,3.15
2026-08-10,Solara Fitband,Campaign 1,Instagram,12800,48136,12,3.76
2026-08-10,Solara Fitband,Campaign 1,LinkedIn,4400,12247,3,2.78
2026-08-10,Solara Fitband,Campaign 2,Google Ads,9600,37111,11,3.87
2026-08-10,Solara Fitband,Campaign 2,Facebook,6900,23187,6,3.36
2026-08-10,Solara Fitband,Campaign 2,Instagram,9000,31365,8,3.48
2026-08-10,Solara Fitband,Campaign 2,LinkedIn,3100,8425,3,2.72
2026-08-10,Aurelia Jewellery,Campaign 1,Google Ads,7300,23107,4,3.17
2026-08-10,Aurelia Jewellery,Campaign 1,Facebook,12900,45557,7,3.53
2026-08-10,Aurelia Jewellery,Campaign 1,Instagram,15400,51939,8,3.37
2026-08-10,Aurelia Jewellery,Campaign 1,LinkedIn,2900,7059,1,2.43
2026-08-10,Aurelia Jewellery,Campaign 2,Google Ads,5600,17728,3,3.17
2026-08-10,Aurelia Jewellery,Campaign 2,Facebook,8300,28463,5,3.43
2026-08-10,Aurelia Jewellery,Campaign 2,Instagram,11500,41554,6,3.61
2026-08-10,Aurelia Jewellery,Campaign 2,LinkedIn,2200,5909,1,2.69
2026-08-11,Vantage CRM,Campaign 1,Google Ads,24300,76212,2,3.14
2026-08-11,Vantage CRM,Campaign 1,Facebook,9600,26931,1,2.81
2026-08-11,Vantage CRM,Campaign 1,Instagram,4100,9169,1,2.24
2026-08-11,Vantage CRM,Campaign 1,LinkedIn,19100,60400,2,3.16
2026-08-11,Vantage CRM,Campaign 2,Google Ads,15400,53976,1,3.5
2026-08-11,Vantage CRM,Campaign 2,Facebook,7400,19882,1,2.69
2026-08-11,Vantage CRM,Campaign 2,Instagram,2700,6565,1,2.43
2026-08-11,Vantage CRM,Campaign 2,LinkedIn,13800,46053,1,3.34
2026-08-11,Lumiere Skincare,Campaign 1,Google Ads,6600,24226,8,3.67
2026-08-11,Lumiere Skincare,Campaign 1,Facebook,19300,74630,26,3.87
2026-08-11,Lumiere Skincare,Campaign 1,Instagram,18200,83631,32,4.6
2026-08-11,Lumiere Skincare,Campaign 1,LinkedIn,2200,5696,2,2.59
2026-08-11,Lumiere Skincare,Campaign 2,Google Ads,4900,18018,8,3.68
2026-08-11,Lumiere Skincare,Campaign 2,Facebook,12500,47689,20,3.82
2026-08-11,Lumiere Skincare,Campaign 2,Instagram,12800,57837,25,4.52
2026-08-11,Lumiere Skincare,Campaign 2,LinkedIn,1700,4429,2,2.61
2026-08-11,Solara Fitband,Campaign 1,Google Ads,16600,67564,17,4.07
2026-08-11,Solara Fitband,Campaign 1,Facebook,9500,28513,7,3.0
2026-08-11,Solara Fitband,Campaign 1,Instagram,15000,56696,17,3.78
2026-08-11,Solara Fitband,Campaign 1,LinkedIn,4700,12477,3,2.65
2026-08-11,Solara Fitband,Campaign 2,Google Ads,9400,33422,10,3.56
2026-08-11,Solara Fitband,Campaign 2,Facebook,6300,19577,5,3.11
2026-08-11,Solara Fitband,Campaign 2,Instagram,8500,29409,8,3.46
2026-08-11,Solara Fitband,Campaign 2,LinkedIn,3100,7890,2,2.55
2026-08-11,Aurelia Jewellery,Campaign 1,Google Ads,8900,26716,5,3.0
2026-08-11,Aurelia Jewellery,Campaign 1,Facebook,13400,42141,7,3.14
2026-08-11,Aurelia Jewellery,Campaign 1,Instagram,16100,60492,10,3.76
2026-08-11,Aurelia Jewellery,Campaign 1,LinkedIn,3400,8552,1,2.52
2026-08-11,Aurelia Jewellery,Campaign 2,Google Ads,5800,13659,2,2.36
2026-08-11,Aurelia Jewellery,Campaign 2,Facebook,8100,21288,3,2.63
2026-08-11,Aurelia Jewellery,Campaign 2,Instagram,11400,37109,5,3.26
2026-08-11,Aurelia Jewellery,Campaign 2,LinkedIn,2200,4614,1,2.1
2026-08-12,Vantage CRM,Campaign 1,Google Ads,21200,72018,2,3.4
2026-08-12,Vantage CRM,Campaign 1,Facebook,10900,28303,1,2.6
2026-08-12,Vantage CRM,Campaign 1,Instagram,3800,8341,1,2.2
2026-08-12,Vantage CRM,Campaign 1,LinkedIn,19800,61262,1,3.09
2026-08-12,Vantage CRM,Campaign 2,Google Ads,13800,49081,1,3.56
2026-08-12,Vantage CRM,Campaign 2,Facebook,7200,19838,1,2.76
2026-08-12,Vantage CRM,Campaign 2,Instagram,2600,5879,1,2.26
2026-08-12,Vantage CRM,Campaign 2,LinkedIn,12100,42412,1,3.51
2026-08-12,Lumiere Skincare,Campaign 1,Google Ads,6700,23206,10,3.46
2026-08-12,Lumiere Skincare,Campaign 1,Facebook,17900,71973,32,4.02
2026-08-12,Lumiere Skincare,Campaign 1,Instagram,18800,80334,32,4.27
2026-08-12,Lumiere Skincare,Campaign 1,LinkedIn,2500,7283,3,2.91
2026-08-12,Lumiere Skincare,Campaign 2,Google Ads,4600,16101,6,3.5
2026-08-12,Lumiere Skincare,Campaign 2,Facebook,12800,53841,23,4.21
2026-08-12,Lumiere Skincare,Campaign 2,Instagram,12300,52372,23,4.26
2026-08-12,Lumiere Skincare,Campaign 2,LinkedIn,1600,4212,2,2.63
2026-08-12,Solara Fitband,Campaign 1,Google Ads,16600,60435,16,3.64
2026-08-12,Solara Fitband,Campaign 1,Facebook,9700,32049,10,3.3
2026-08-12,Solara Fitband,Campaign 1,Instagram,13100,44564,12,3.4
2026-08-12,Solara Fitband,Campaign 1,LinkedIn,4300,11220,3,2.61
2026-08-12,Solara Fitband,Campaign 2,Google Ads,9900,35750,12,3.61
2026-08-12,Solara Fitband,Campaign 2,Facebook,7100,21272,7,3.0
2026-08-12,Solara Fitband,Campaign 2,Instagram,8600,30387,10,3.53
2026-08-12,Solara Fitband,Campaign 2,LinkedIn,3100,8361,2,2.7
2026-08-12,Aurelia Jewellery,Campaign 1,Google Ads,7700,23610,3,3.07
2026-08-12,Aurelia Jewellery,Campaign 1,Facebook,12300,41073,6,3.34
2026-08-12,Aurelia Jewellery,Campaign 1,Instagram,16000,60282,11,3.77
2026-08-12,Aurelia Jewellery,Campaign 1,LinkedIn,3300,8425,1,2.55
2026-08-12,Aurelia Jewellery,Campaign 2,Google Ads,5100,10577,2,2.07
2026-08-12,Aurelia Jewellery,Campaign 2,Facebook,9100,22413,4,2.46
2026-08-12,Aurelia Jewellery,Campaign 2,Instagram,11100,28256,5,2.55
2026-08-12,Aurelia Jewellery,Campaign 2,LinkedIn,2100,3697,1,1.76
2026-08-13,Vantage CRM,Campaign 1,Google Ads,24000,84212,2,3.51
2026-08-13,Vantage CRM,Campaign 1,Facebook,10600,29268,1,2.76
2026-08-13,Vantage CRM,Campaign 1,Instagram,3800,8919,1,2.35
2026-08-13,Vantage CRM,Campaign 1,LinkedIn,19600,67602,2,3.45
2026-08-13,Vantage CRM,Campaign 2,Google Ads,15500,50593,1,3.26
2026-08-13,Vantage CRM,Campaign 2,Facebook,6800,18717,1,2.75
2026-08-13,Vantage CRM,Campaign 2,Instagram,2700,6637,1,2.46
2026-08-13,Vantage CRM,Campaign 2,LinkedIn,13700,47222,1,3.45
2026-08-13,Lumiere Skincare,Campaign 1,Google Ads,7100,27501,9,3.87
2026-08-13,Lumiere Skincare,Campaign 1,Facebook,18200,70571,31,3.88
2026-08-13,Lumiere Skincare,Campaign 1,Instagram,21600,93166,33,4.31
2026-08-13,Lumiere Skincare,Campaign 1,LinkedIn,2400,6764,3,2.82
2026-08-13,Lumiere Skincare,Campaign 2,Google Ads,4700,17297,8,3.68
2026-08-13,Lumiere Skincare,Campaign 2,Facebook,12100,48898,22,4.04
2026-08-13,Lumiere Skincare,Campaign 2,Instagram,12500,55335,21,4.43
2026-08-13,Lumiere Skincare,Campaign 2,LinkedIn,1700,4472,2,2.63
2026-08-13,Solara Fitband,Campaign 1,Google Ads,15000,52956,14,3.53
2026-08-13,Solara Fitband,Campaign 1,Facebook,10000,29508,8,2.95
2026-08-13,Solara Fitband,Campaign 1,Instagram,13900,51627,14,3.71
2026-08-13,Solara Fitband,Campaign 1,LinkedIn,4200,10439,3,2.49
2026-08-13,Solara Fitband,Campaign 2,Google Ads,11200,42744,11,3.82
2026-08-13,Solara Fitband,Campaign 2,Facebook,7200,22642,6,3.14
2026-08-13,Solara Fitband,Campaign 2,Instagram,8700,32706,10,3.76
2026-08-13,Solara Fitband,Campaign 2,LinkedIn,3000,7762,2,2.59
2026-08-13,Aurelia Jewellery,Campaign 1,Google Ads,7800,25137,4,3.22
2026-08-13,Aurelia Jewellery,Campaign 1,Facebook,13500,48241,9,3.57
2026-08-13,Aurelia Jewellery,Campaign 1,Instagram,16300,56749,10,3.48
2026-08-13,Aurelia Jewellery,Campaign 1,LinkedIn,3000,7900,1,2.63
2026-08-13,Aurelia Jewellery,Campaign 2,Google Ads,5900,8861,1,1.5
2026-08-13,Aurelia Jewellery,Campaign 2,Facebook,8300,14501,2,1.75
2026-08-13,Aurelia Jewellery,Campaign 2,Instagram,9900,19190,3,1.94
2026-08-13,Aurelia Jewellery,Campaign 2,LinkedIn,2100,2643,1,1.26
2026-08-14,Vantage CRM,Campaign 1,Google Ads,22500,78181,2,3.47
2026-08-14,Vantage CRM,Campaign 1,Facebook,10000,28852,1,2.89
2026-08-14,Vantage CRM,Campaign 1,Instagram,3600,8714,1,2.42
2026-08-14,Vantage CRM,Campaign 1,LinkedIn,21100,65624,2,3.11
2026-08-14,Vantage CRM,Campaign 2,Google Ads,15600,48924,1,3.14
2026-08-14,Vantage CRM,Campaign 2,Facebook,7500,20755,1,2.77
2026-08-14,Vantage CRM,Campaign 2,Instagram,2400,5204,1,2.17
2026-08-14,Vantage CRM,Campaign 2,LinkedIn,14000,45065,1,3.22
2026-08-14,Lumiere Skincare,Campaign 1,Google Ads,7700,29014,10,3.77
2026-08-14,Lumiere Skincare,Campaign 1,Facebook,19500,81336,35,4.17
2026-08-14,Lumiere Skincare,Campaign 1,Instagram,20600,94163,41,4.57
2026-08-14,Lumiere Skincare,Campaign 1,LinkedIn,2500,6661,3,2.66
2026-08-14,Lumiere Skincare,Campaign 2,Google Ads,4800,17949,7,3.74
2026-08-14,Lumiere Skincare,Campaign 2,Facebook,13000,53770,20,4.14
2026-08-14,Lumiere Skincare,Campaign 2,Instagram,12600,51053,20,4.05
2026-08-14,Lumiere Skincare,Campaign 2,LinkedIn,1400,3899,1,2.79
2026-08-14,Solara Fitband,Campaign 1,Google Ads,15500,58883,17,3.8
2026-08-14,Solara Fitband,Campaign 1,Facebook,10900,32126,10,2.95
2026-08-14,Solara Fitband,Campaign 1,Instagram,14100,51268,15,3.64
2026-08-14,Solara Fitband,Campaign 1,LinkedIn,4700,11976,3,2.55
2026-08-14,Solara Fitband,Campaign 2,Google Ads,11300,40023,12,3.54
2026-08-14,Solara Fitband,Campaign 2,Facebook,7000,20710,6,2.96
2026-08-14,Solara Fitband,Campaign 2,Instagram,9800,37716,10,3.85
2026-08-14,Solara Fitband,Campaign 2,LinkedIn,3200,8334,2,2.6
2026-08-14,Aurelia Jewellery,Campaign 1,Google Ads,8900,24709,4,2.78
2026-08-14,Aurelia Jewellery,Campaign 1,Facebook,13500,44715,8,3.31
2026-08-14,Aurelia Jewellery,Campaign 1,Instagram,16000,57365,10,3.59
2026-08-14,Aurelia Jewellery,Campaign 1,LinkedIn,3500,8345,1,2.38
2026-08-14,Aurelia Jewellery,Campaign 2,Google Ads,5400,5882,1,1.09
2026-08-14,Aurelia Jewellery,Campaign 2,Facebook,8400,10821,2,1.29
2026-08-14,Aurelia Jewellery,Campaign 2,Instagram,11000,13735,2,1.25
2026-08-14,Aurelia Jewellery,Campaign 2,LinkedIn,2400,2213,1,0.92
